Statistic Type, Time (min), Rep 0, Rep 1, Rep 2, Rep 3, Rep 4, Rep 5, Rep 6, Rep 7, Rep 8, Rep 9, Rep 10, Rep 11, Rep 12, Rep 13, Rep 14, Rep 15, Rep 16, Rep 17, Rep 18, Rep 19, Rep 20, Rep 21, Rep 22, Rep 23, Rep 24, Rep 25, Rep 26, Rep 27, Rep 28, Rep 29, Rep 30, Rep 31, Rep 32, Rep 33, Rep 34, Rep 35, Rep 36, Rep 37, Rep 38, Rep 39, Rep 40, Rep 41, Rep 42, Rep 43, Rep 44, Rep 45, Rep 46, Rep 47, Rep 48, Rep 49, Rep 50, Rep 51, Rep 52, Rep 53, Rep 54, Rep 55, Rep 56, Rep 57, Rep 58, Rep 59, Rep 60, Rep 61, Rep 62, Rep 63, Rep 64, Rep 65, Rep 66, Rep 67, Rep 68, Rep 69, Rep 70, Rep 71, Rep 72, Rep 73, Rep 74, Rep 75, Rep 76, Rep 77, Rep 78, Rep 79, Rep 80, Rep 81, Rep 82, Rep 83, Rep 84, Rep 85, Rep 86, Rep 87, Rep 88, Rep 89, Rep 90, Rep 91, Rep 92, Rep 93, Rep 94, Rep 95, Rep 96, Rep 97, Rep 98, Rep 99, Mean, Std Dev
, 8, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0.05, 0.261117, 


Number Out, 0, 26, 28, 39, 37, 30, 33, 39, 22, 36, 35, 29, 22, 40, 34, 28, 21, 32, 37, 28, 39, 34, 23, 31, 33, 32, 35, 26, 29, 30, 30, 34, 39, 30, 35, 40, 33, 33, 29, 29, 33, 29, 30, 22, 30, 32, 43, 47, 29, 33, 27, 24, 33, 33, 33, 36, 30, 26, 30, 27, 39, 36, 28, 20, 25, 31, 21, 30, 34, 33, 19, 23, 38, 31, 32, 30, 30, 35, 30, 35, 26, 30, 42, 38, 36, 31, 35, 32, 31, 28, 30, 50, 28, 44, 39, 39, 41, 37, 31, 37, 34, 32.06, 5.7924, 
, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 1, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 1, 0, 1, 0, 1, 0, 0, 1, 2, 0, 1, 0, 0, 1, 0, 0, 1, 1, 0, 1, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 1, 0, 2, 1, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0.29, 0.518253, 
, 2, 23, 13, 26, 17, 16, 26, 20, 18, 19, 19, 21, 10, 19, 10, 19, 18, 19, 20, 21, 23, 18, 23, 19, 28, 18, 16, 21, 25, 15, 19, 20, 18, 21, 19, 16, 19, 25, 20, 11, 16, 13, 23, 20, 19, 13, 13, 24, 20, 22, 21, 27, 19, 13, 21, 19, 15, 22, 16, 23, 20, 18, 9, 17, 20, 18, 11, 20, 15, 23, 20, 17, 19, 21, 19, 19, 18, 16, 20, 14, 14, 14, 18, 17, 13, 24, 9, 19, 15, 16, 24, 12, 16, 25, 24, 21, 18, 19, 16, 15, 22, 18.52, 4.0339, 
, 3, 1, 0, 0, 0, 0, 1, 0, 0, 1, 1, 1, 0, 1, 0, 1, 1, 0, 2, 2, 1, 0, 3, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 0, 0, 1, 0, 2, 0, 0, 1, 0, 1, 1, 0, 0, 1, 1, 2, 0, 2, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 1, 0, 1, 1, 0, 1, 0, 0, 2, 0, 1, 1, 0, 0, 0, 0, 0, 1, 0, 1, 2, 0, 1, 0, 1, 1, 0.51, 0.688946, 
, 4, 3, 1, 4, 0, 1, 3, 4, 3, 1, 2, 3, 3, 2, 0, 1, 1, 4, 0, 1, 4, 0, 4, 1, 3, 2, 6, 7, 4, 1, 4, 2, 4, 1, 3, 2, 1, 3, 3, 2, 3, 2, 2, 3, 2, 0, 3, 2, 1, 4, 3, 4, 2, 1, 4, 0, 0, 1, 3, 2, 5, 2, 2, 2, 2, 4, 3, 4, 4, 2, 4, 2, 6, 0, 3, 2, 5, 5, 3, 2, 0, 2, 2, 2, 2, 2, 2, 1, 2, 2, 3, 1, 2, 0, 3, 0, 4, 5, 1, 0, 1, 2.35, 1.52007, 
, 5, 0, 1, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.12, 0.40899, 
, 6, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 2, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.17, 0.55149, 
, 7, 23, 18, 6, 21, 11, 12, 24, 17, 12, 20, 17, 9, 19, 20, 17, 15, 14, 18, 19, 13, 22, 20, 18, 15, 10, 16, 18, 14, 24, 21, 21, 20, 22, 12, 13, 16, 19, 19, 9, 19, 20, 15, 18, 16, 29, 23, 16, 22, 16, 12, 18, 23, 12, 12, 20, 11, 23, 11, 16, 17, 15, 14, 15, 15, 17, 15, 17, 13, 28, 27, 18, 22, 21, 24, 12, 19, 18, 16, 13, 13, 17, 20, 28, 20, 21, 17, 19, 19, 9, 23, 18, 21, 22, 15, 16, 24, 19, 15, 15, 14, 17.47, 4.47993, 
, 8, 0, 0, 0, 0, 0, 2, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0.15, 0.385992, 


Number Expired, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.1, 0.414388, 
, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.01, 0.1, 
, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.01, 0.1, 
, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 




Statistic Type, Time (min), Rep 0, Rep 1, Rep 2, Rep 3, Rep 4, Rep 5, Rep 6, Rep 7, Rep 8, Rep 9, Rep 10, Rep 11, Rep 12, Rep 13, Rep 14, Rep 15, Rep 16, Rep 17, Rep 18, Rep 19, Rep 20, Rep 21, Rep 22, Rep 23, Rep 24, Rep 25, Rep 26, Rep 27, Rep 28, Rep 29, Rep 30, Rep 31, Rep 32, Rep 33, Rep 34, Rep 35, Rep 36, Rep 37, Rep 38, Rep 39, Rep 40, Rep 41, Rep 42, Rep 43, Rep 44, Rep 45, Rep 46, Rep 47, Rep 48, Rep 49, Rep 50, Rep 51, Rep 52, Rep 53, Rep 54, Rep 55, Rep 56, Rep 57, Rep 58, Rep 59, Rep 60, Rep 61, Rep 62, Rep 63, Rep 64, Rep 65, Rep 66, Rep 67, Rep 68, Rep 69, Rep 70, Rep 71, Rep 72, Rep 73, Rep 74, Rep 75, Rep 76, Rep 77, Rep 78, Rep 79, Rep 80, Rep 81, Rep 82, Rep 83, Rep 84, Rep 85, Rep 86, Rep 87, Rep 88, Rep 89, Rep 90, Rep 91, Rep 92, Rep 93, Rep 94, Rep 95, Rep 96, Rep 97, Rep 98, Rep 99, Mean, Std Dev
Utilization, 0, 0.00424366, 0.018154, 0.0272198, 0.0436406, 0, 0.0254246, 0.0662717, 0.00440234, 0.0520914, 0.0274839, 0.0382773, 0.0349913, 0.0157782, 0.0253735, 0.0281247, 0.0382104, 0.0186399, 0.0984349, 0.0152015, 0.0561913, 0.0335489, 0.0179163, 0.014492, 0.0616488, 0.0287177, 0.0305036, 0.0357735, 0.00652491, 0.0966691, 0.0433071, 0.0896031, 0.128155, 0.0149141, 0.0210531, 0.0107803, 0.023385, 0.0438473, 0.0168916, 0.0268965, 0.0063021, 0.0251658, 0.0643901, 0.0676922, 0.00129732, 0.0302863, 0.0105133, 0.0241352, 0.0467261, 0.0260728, 0.107362, 0.0260983, 0.051774, 0.0789815, 0.0116525, 0, 0.0444859, 0.0291399, 0.0212395, 0.0225858, 0.0368727, 0.032417, 0.0509553, 0.0129276, 0.0228874, 0.0188704, 0.0524878, 0.0300434, 0.0542687, 0.00711896, 0.0144218, 0.023791, 0.0266138, 0.0342823, 0.00549526, 0.0185002, 0.0237536, 0.00625207, 0.0397582, 0.01804, 0.0182118, 0.0390711, 0.0395971, 0.00851235, 0.0342272, 0.0195726, 0.0246642, 0.0493576, 0.0153265, 0.02171, 0.0155313, 0.0213883, 0.0700301, 0.0557089, 0.0912288, 0.113618, 0.040216, 0.0166351, 0.00831292, 0.0161785, 0.0501322, 0.0337767, 0.0257835, 
, 30, 0.0854893, 0.104222, 0.0854813, 0.151602, 0.0589967, 0.0614085, 0.0461994, 0.118962, 0.0393979, 0.038614, 0.0426131, 0.0178832, 0.0562349, 0.0600053, 0.0456331, 0.0334497, 0.05939, 0.0266516, 0.0120992, 0.0428623, 0.0752014, 0.0679235, 0.0758858, 0.0178315, 0.0594907, 0.126904, 0.0751823, 0.117618, 0.0873991, 0.0510596, 0.0520891, 0.11524, 0.00916392, 0.052509, 0.0891385, 0.0395181, 0.0529509, 0.0618982, 0.0504763, 0.0493881, 0.0477383, 0.10482, 0.109845, 0.0377927, 0.0587003, 0.0553537, 0.0834133, 0.106419, 0.0798587, 0.0610624, 0.040822, 0.0704713, 0.0945831, 0.0672791, 0.092753, 0.127178, 0.0740743, 0.0379627, 0.0653893, 0.109136, 0.0939532, 0.0954628, 0.115009, 0.110381, 0.0654949, 0.0359903, 0.0479518, 0.0490701, 0.0643588, 0.0802598, 0.0771989, 0.0418013, 0.0571124, 0.0779378, 0.057617, 0.0406063, 0.0273041, 0.0971596, 0.117346, 0.055832, 0.0982655, 0.0625406, 0.0442953, 0.0991532, 0.0566995, 0.0665791, 0.100498, 0.0493596, 0.0631846, 0.0978376, 0.0512049, 0.0209759, 0.136659, 0.0357699, 0.0169409, 0.0700886, 0.0695095, 0.154575, 0.0286085, 0.0269596, 0.0679627, 0.0314177, 
, 60, 0.058302, 0.0386525, 0.071159, 0.0524028, 0.0852833, 0.0537608, 0.0906808, 0.089511, 0.0740842, 0.0569478, 0.0744233, 0.0412193, 0.114959, 0.0603573, 0.0409147, 0.0627459, 0.0435857, 0.0457713, 0.142705, 0.0490513, 0.0874044, 0.0814228, 0.0651726, 0.0406764, 0.027352, 0.0979832, 0.0697362, 0.129, 0.0346472, 0.0395276, 0.0781203, 0.0441057, 0.0446294, 0.0565536, 0.0870534, 0.0456176, 0.0601092, 0.0813367, 0.0702506, 0.104527, 0.0428252, 0.0360255, 0.0546769, 0.0395053, 0.0697091, 0.0450076, 0.107072, 0.0899826, 0.0737192, 0.0682644, 0.0516992, 0.0303754, 0.0254255, 0.153202, 0.0596458, 0.0570733, 0.0429, 0.0387632, 0.0704539, 0.0760543, 0.0711894, 0.0377528, 0.095026, 0.0997988, 0.0747766, 0.0918608, 0.129, 0.0598862, 0.0746942, 0.0659986, 0.0391909, 0.0401277, 0.0529111, 0.0598218, 0.0365829, 0.0675369, 0.0510935, 0.0946037, 0.0970502, 0.067075, 0.156619, 0.0192052, 0.0723616, 0.0337326, 0.10812, 0.0647697, 0.0503722, 0.10485, 0.0417435, 0.147486, 0.0483087, 0.0802742, 0.136749, 0.069489, 0.0404783, 0.0511297, 0.0405993, 0.0706004, 0.073204, 0.0398394, 0.0678003, 0.0294962, 
, 90, 0, 0.0969391, 0.0641759, 0.0515961, 0.0636078, 0.0466202, 0.0349968, 0.0332489, 0.0157962, 0.0652181, 0.0587008, 0.0317507, 0.0747673, 0.0598422, 0.0517349, 0.0359118, 0.0361842, 0.0454536, 0.0355525, 0.0171153, 0.101347, 0.0122828, 0.0285032, 0.0682398, 0.016654, 0.042068, 0.119945, 0.0735934, 0.0152456, 0.0500982, 0.0461683, 0.0156629, 0.082487, 0, 0.0337817, 0.0399801, 0.0238838, 0.102711, 0.00294113, 0, 0.0209613, 0.0400218, 0, 0.11612, 0.0443665, 0.0462074, 0.025457, 0.0265917, 0.0804179, 0.125512, 0.024261, 0.0599528, 0.0451129, 0.0507774, 0.0561396, 0.0834152, 0.0993106, 0.018926, 0.0753413, 0.0563174, 0.0268102, 0.0780248, 0.0340688, 0.0805773, 0.0473625, 0.0640068, 0.0229335, 0, 0.049307, 0.043394, 0.0433528, 0.0967911, 0.0403402, 0.00243352, 0.0118886, 0.0117093, 0.0124441, 0.0540733, 0.0228193, 0.0413663, 0.0034668, 0.0098231, 0.0291346, 0.0437518, 0.00688578, 0.0421242, 0.0214106, 0.0677325, 0.0362808, 0.0103444, 0.033006, 0.0301544, 0.0128685, 0.0565389, 0.0858035, 0.0139308, 0.0770607, 0.0220683, 0.048321, 0.0370308, 0.0436146, 0.0292265, 


Avg Service Time, 0, 0, 0, 0, 0, 0.0113983, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.000113983, 0.00113983, 
, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
, 2, 0, 0.78904, 1.26799, 0.750488, 0.962547, 0.956612, 0.782906, 0.0485916, 0.368103, 1.10262, 0.341221, 0.4718, 0.0895596, 0.784031, 0.0853424, 0.828056, 1.02097, 1.6572, 0.771286, 0, 0.285576, 0, 0.629929, 0.279066, 0.34114, 1.26204, 1.48653, 1.32679, 0, 1.34743, 0, 1.13815, 0, 0, 0, 0.855161, 0.480183, 0.314219, 0.0834179, 0, 0.644447, 0.378765, 0, 2.48479, 1.40563, 0.332848, 0, 0.713337, 1.30937, 2.39753, 0, 0.625313, 0.859756, 0.421891, 0.366615, 1.32677, 1.57249, 0.436714, 1.50494, 1.01116, 0, 1.22465, 0, 1.25471, 0.652153, 0, 0.715593, 0.0852957, 1.06991, 0.184097, 0.357933, 0, 0.413521, 0.00774002, 0.214751, 0, 0, 1.79697, 0, 0.782593, 0.337307, 0.736223, 0, 0.854102, 0, 0.5299, 0, 0.968235, 0, 0.194342, 0.649567, 0.588953, 0.272014, 2.63396, 2.05408, 0.532555, 0.54607, 0.434151, 0.358063, 0.814103, 0.619639, 0.604613, 
, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
, 5, 2.29794, 2.08882, 2.23328, 3.90215, 1.68488, 3.57565, 2.87839, 4.49785, 1.54936, 1.50441, 3.26546, 1.36284, 3.49149, 2.66004, 3.20834, 2.07784, 0.778428, 2.11616, 2.53949, 2.57861, 3.86484, 0.927368, 3.69646, 3.22541, 2.15987, 2.75891, 3.61495, 3.38129, 2.62876, 2.17821, 0.486164, 4.89284, 1.95076, 2.23333, 3.42015, 2.37434, 2.84017, 3.84718, 1.41618, 2.18073, 0.961297, 3.70684, 2.16879, 1.2854, 3.35768, 2.09126, 4.40722, 2.28838, 3.92394, 3.85627, 1.78178, 3.34969, 3.47997, 3.93453, 1.94735, 3.15701, 2.79412, 1.35437, 2.59663, 3.78545, 4.53821, 3.93491, 3.21658, 2.89473, 3.41183, 2.4574, 2.86926, 2.11158, 3.10308, 3.01341, 2.39877, 2.86956, 2.17992, 1.7143, 1.64027, 1.5137, 1.36799, 3.08693, 4.85767, 3.39415, 2.70209, 1.26485, 2.21077, 3.12553, 2.01852, 1.07529, 2.7428, 3.26326, 1.9783, 2.64786, 1.9385, 3.78355, 4.07468, 2.57064, 2.83561, 3.66285, 1.58396, 3.52766, 2.34743, 1.0528, 2.67579, 0.968212, 
